Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2022,Douglas,WA,Truck,0,0,0,12771,12771,0.00
December 31 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
April 30 2020,Polk,FL,Passenger,1,0,1,65,66,1.52
December 31 2020,Benton,WA,Passenger,440,355,795,134972,135767,0.59
February 28 2019,Marion,OR,Passenger,1,0,1,119,120,0.83
October 31 2018,Pacific,WA,Truck,0,0,0,7630,7630,0.00
December 31 2020,Skamania,WA,Truck,0,0,0,4003,4003,0.00
March 31 2023,Rockdale,GA,Passenger,1,0,1,5,6,16.67
June 30 2017,Benton,WA,Passenger,148,143,291,128509,128800,0.23
October 31 2019,Charles,MD,Passenger,0,1,1,84,85,1.18
September 30 2021,Adams,WA,Passenger,16,14,30,13045,13075,0.23
October 31 2017,Montgomery,MD,Passenger,1,0,1,306,307,0.33
December 31 2021,Goochland,VA,Passenger,3,2,5,180,185,2.70
November 30 2021,Grays Harbor,WA,Passenger,191,155,346,49497,49843,0.69
June 30 2018,Walla Walla,WA,Passenger,34,43,77,35659,35736,0.22
July 31 2018,Williamson,TX,Passenger,0,1,1,160,161,0.62
December 31 2021,Champaign,IL,Passenger,1,0,1,11,12,8.33
June 30 2019,Flathead,MT,Passenger,1,0,1,63,64,1.56
April 30 2019,Carroll,NH,Passenger,0,1,1,2,3,33.33
March 31 2019,Carson City,NV,Passenger,1,0,1,14,15,6.67
July 31 2017,Douglas,WA,Truck,0,0,0,11515,11515,0.00
March 31 2017,Polk,FL,Passenger,1,0,1,66,67,1.49
August 31 2021,Cape May,NJ,Passenger,0,1,1,8,9,11.11
September 30 2020,Loudoun,VA,Passenger,1,0,1,81,82,1.22
September 30 2022,Sheridan,WY,Passenger,1,0,1,6,7,14.29
January 31 2023,Collin,TX,Passenger,4,0,4,51,55,7.27
November 30 2017,Lewis,WA,Passenger,53,39,92,56415,56507,0.16
May 31 2017,Riverside,CA,Passenger,1,1,2,819,821,0.24
February 29 2020,Mason,WA,Truck,0,0,0,20602,20602,0.00
May 31 2019,Clackamas,OR,Passenger,1,1,2,211,213,0.94
July 31 2021,Spokane,WA,Passenger,1118,653,1771,326030,327801,0.54
January 31 2019,Suffolk,MA,Passenger,0,1,1,41,42,2.38
June 30 2019,Juneau,AK,Passenger,0,2,2,29,31,6.45
March 31 2019,Albemarle,VA,Passenger,1,0,1,23,24,4.17
September 30 2020,Stevens,WA,Passenger,35,38,73,30414,30487,0.24
February 28 2022,Okanogan,WA,Passenger,74,47,121,26469,26590,0.46
March 31 2020,Grays Harbor,WA,Passenger,107,109,216,48320,48536,0.45
December 31 2019,Douglas,WA,Truck,0,0,0,12309,12309,0.00
August 31 2023,Meade,KY,Passenger,1,0,1,15,16,6.25
May 31 2023,Sonoma,CA,Passenger,1,1,2,58,60,3.33
April 30 2021,San Joaquin,CA,Passenger,1,0,1,108,109,0.92
May 31 2021,Fort Bend,TX,Passenger,1,0,1,37,38,2.63
June 30 2023,Benton,OR,Passenger,1,0,1,31,32,3.12
September 30 2019,Penobscot,ME,Passenger,0,1,1,14,15,6.67
February 28 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
February 29 2020,Washington,OR,Passenger,1,0,1,464,465,0.22
July 31 2017,Prince William,VA,Passenger,0,3,3,271,274,1.09
June 30 2020,El Paso,CO,Passenger,2,0,2,726,728,0.27
January 31 2018,Howard,MD,Passenger,0,2,2,88,90,2.22
February 28 2023,Jackson,OK,Passenger,0,1,1,33,34,2.94
April 30 2020,New London,CT,Passenger,1,2,3,245,248,1.21
August 31 2017,Mason,WA,Truck,0,0,0,19332,19332,0.00
June 30 2017,Stevens,WA,Truck,0,0,0,18273,18273,0.00
June 30 2020,Nassau,FL,Passenger,1,0,1,37,38,2.63
March 31 2022,Sarasota,FL,Passenger,2,0,2,29,31,6.45
November 30 2022,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
June 30 2019,Clallam,WA,Truck,1,0,1,21737,21738,0.00
November 30 2020,Alexandria,VA,Passenger,2,0,2,132,134,1.49
November 30 2020,Broward,FL,Passenger,2,1,3,112,115,2.61
August 31 2022,Nueces,TX,Passenger,1,1,2,49,51,3.92
May 31 2020,Montgomery,AL,Passenger,0,1,1,40,41,2.44
April 30 2020,Rogers,OK,Passenger,1,0,1,5,6,16.67
January 31 2021,Benton,WA,Passenger,453,358,811,135140,135951,0.60
February 28 2021,Asotin,WA,Passenger,17,14,31,12485,12516,0.25
April 30 2021,Cowlitz,WA,Passenger,211,134,345,72518,72863,0.47
July 31 2019,Portsmouth,VA,Passenger,0,1,1,76,77,1.30
January 31 2017,Pinal,AZ,Passenger,2,0,2,282,284,0.70
June 30 2022,Hennepin,MN,Passenger,1,0,1,48,49,2.04
September 30 2017,Klickitat,WA,Passenger,22,26,48,14774,14822,0.32
July 31 2022,Placer,CA,Passenger,2,0,2,70,72,2.78
December 31 2020,Anchorage,AK,Passenger,1,0,1,149,150,0.67
August 31 2021,Flathead,MT,Passenger,1,0,1,46,47,2.13
July 31 2023,DeKalb,GA,Passenger,1,0,1,35,36,2.78
September 30 2019,Kitsap,WA,Passenger,1134,641,1775,181602,183377,0.97
August 31 2021,Yakima,WA,Truck,0,0,0,61770,61770,0.00
October 31 2020,Douglas,NE,Passenger,0,1,1,52,53,1.89
April 30 2023,Travis,TX,Passenger,2,0,2,80,82,2.44
April 30 2020,Dallas,IA,Passenger,0,1,1,10,11,9.09
September 30 2020,San Diego,CA,Passenger,16,5,21,2758,2779,0.76
October 31 2017,Skagit,WA,Truck,1,0,1,31629,31630,0.00
May 31 2020,Grant,WA,Truck,0,0,0,26982,26982,0.00
November 30 2020,San Joaquin,CA,Passenger,1,0,1,113,114,0.88
December 31 2022,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
June 30 2022,Platte,MO,Passenger,1,0,1,23,24,4.17
June 30 2019,Shelby,OH,Passenger,0,1,1,1,2,50.00
February 28 2019,Skagit,WA,Passenger,278,187,465,91207,91672,0.51
February 28 2022,Columbia,WA,Passenger,6,1,7,2457,2464,0.28
November 30 2017,San Diego,CA,Passenger,5,1,6,2593,2599,0.23
July 31 2018,Jefferson,NY,Passenger,0,1,1,229,230,0.43
July 31 2017,Richmond,GA,Passenger,0,1,1,88,89,1.12
October 31 2019,Houston,GA,Passenger,1,0,1,58,59,1.69
March 31 2019,Klamath,OR,Passenger,1,0,1,38,39,2.56
January 31 2017,Cowlitz,WA,Truck,0,0,0,27949,27949,0.00
October 31 2018,Grays Harbor,WA,Truck,0,0,0,20285,20285,0.00
December 31 2017,Norfolk,MA,Passenger,1,0,1,38,39,2.56
January 31 2018,Morris,NJ,Passenger,1,0,1,20,21,4.76
June 30 2022,Las Animas,CO,Passenger,1,0,1,1,2,50.00
April 30 2019,Whatcom,WA,Truck,2,0,2,42770,42772,0.00
January 31 2020,Washoe,NV,Passenger,1,0,1,113,114,0.88
March 31 2019,Montgomery,MD,Passenger,1,0,1,279,280,0.36
May 31 2021,Fairfax,VA,Passenger,5,4,9,696,705,1.28
September 30 2018,Richland,SC,Passenger,0,1,1,171,172,0.58
March 31 2019,Fulton,GA,Passenger,1,2,3,110,113,2.65
August 31 2021,Montgomery,MD,Passenger,3,1,4,217,221,1.81
February 28 2018,Dale,AL,Passenger,0,1,1,64,65,1.54
July 31 2019,New Haven,CT,Passenger,0,2,2,48,50,4.00
January 31 2023,Saratoga,NY,Passenger,1,1,2,38,40,5.00
June 30 2023,Chelan,WA,Passenger,637,162,799,53920,54719,1.46
June 30 2020,San Mateo,CA,Passenger,0,1,1,113,114,0.88
April 30 2022,Douglas,CO,Passenger,0,1,1,78,79,1.27
October 31 2017,Orleans,LA,Passenger,0,1,1,45,46,2.17
April 30 2021,Skagit,WA,Passenger,562,268,830,91966,92796,0.89
January 31 2017,Fairfax,VA,Passenger,3,2,5,888,893,0.56
January 31 2023,Ferry,WA,Truck,0,0,0,3556,3556,0.00
October 31 2022,Cowlitz,WA,Passenger,382,184,566,70300,70866,0.80
January 31 2023,Alameda,CA,Passenger,4,0,4,165,169,2.37
July 31 2017,Howard,MD,Passenger,0,2,2,93,95,2.11
July 31 2023,Larimer,CO,Passenger,1,0,1,30,31,3.23
January 31 2023,Thurston,WA,Passenger,2706,1143,3849,191965,195814,1.97
October 31 2018,Skamania,WA,Passenger,18,12,30,8727,8757,0.34
February 28 2021,Salt Lake,UT,Passenger,0,1,1,178,179,0.56
February 28 2017,Orange,CA,Passenger,2,1,3,688,691,0.43
September 30 2018,Clackamas,OR,Passenger,0,1,1,215,216,0.46
June 30 2021,Fort Bend,TX,Passenger,1,0,1,37,38,2.63
June 30 2022,Kittitas,WA,Passenger,266,84,350,29753,30103,1.16
October 31 2020,Lincoln,WA,Truck,0,0,0,4661,4661,0.00
July 31 2022,Ventura,CA,Passenger,2,2,4,230,234,1.71
April 30 2023,New Haven,CT,Passenger,0,2,2,23,25,8.00
July 31 2020,Calvert,MD,Passenger,0,2,2,90,92,2.17
October 31 2021,San Luis Obispo,CA,Passenger,1,0,1,63,64,1.56
November 30 2021,Wilson,TX,Passenger,0,1,1,2,3,33.33
November 30 2019,Shelby,OH,Passenger,0,1,1,1,2,50.00
October 31 2019,Contra Costa,CA,Passenger,2,2,4,356,360,1.11
July 31 2022,Thurston,WA,Truck,8,0,8,55346,55354,0.01
October 31 2022,Nassau,NY,Passenger,2,0,2,25,27,7.41
August 31 2023,San Diego,CA,Passenger,15,9,24,1772,1796,1.34
April 30 2019,Bexar,TX,Passenger,3,4,7,676,683,1.02
April 30 2018,Dallas,TX,Passenger,0,1,1,191,192,0.52
September 30 2018,Fulton,GA,Passenger,1,2,3,107,110,2.73
August 31 2017,Carroll,NH,Passenger,0,1,1,1,2,50.00
March 31 2023,King,WA,Passenger,52090,13149,65239,1322449,1387688,4.70
July 31 2020,Grant,WA,Passenger,61,75,136,65280,65416,0.21
March 31 2022,Grant,WA,Passenger,151,100,251,66854,67105,0.37
August 31 2021,Okanogan,WA,Truck,0,0,0,16751,16751,0.00
February 28 2019,Middlesex,MA,Passenger,1,1,2,121,123,1.63
September 30 2022,Houston,GA,Passenger,1,0,1,31,32,3.12
July 31 2019,Whatcom,WA,Passenger,883,436,1319,151105,152424,0.87
September 30 2018,El Paso,TX,Passenger,1,0,1,503,504,0.20
May 31 2017,Howard,MD,Passenger,0,2,2,91,93,2.15
January 31 2023,Philadelphia,PA,Passenger,1,0,1,37,38,2.63
November 30 2019,Carroll,NH,Passenger,0,1,1,3,4,25.00
June 30 2022,Skagit,WA,Passenger,779,337,1116,90123,91239,1.22
November 30 2019,Arlington,VA,Passenger,0,2,2,156,158,1.27
February 28 2018,Okaloosa,FL,Passenger,1,0,1,178,179,0.56
September 30 2022,Cumberland,NC,Passenger,1,2,3,345,348,0.86
August 31 2021,Harnett,NC,Passenger,1,1,2,170,172,1.16
June 30 2021,Champaign,IL,Passenger,1,0,1,12,13,7.69
September 30 2019,New London,CT,Passenger,0,2,2,244,246,0.81
January 31 2019,Twin Falls,ID,Passenger,0,1,1,20,21,4.76
September 30 2021,Whatcom,WA,Passenger,1540,641,2181,150528,152709,1.43
April 30 2023,Yakima,WA,Truck,11,0,11,60963,60974,0.02
July 31 2019,Lincoln,WA,Passenger,2,10,12,7792,7804,0.15
August 31 2023,Orange,CA,Passenger,6,2,8,255,263,3.04
July 31 2019,Camden,NJ,Passenger,0,1,1,25,26,3.85
August 31 2022,Clallam,WA,Passenger,435,247,682,49536,50218,1.36
September 30 2021,Klickitat,WA,Passenger,83,51,134,15388,15522,0.86
November 30 2020,Multnomah,OR,Passenger,3,6,9,692,701,1.28
September 30 2017,Orange,CA,Passenger,3,1,4,619,623,0.64
June 30 2018,Williamson,TX,Passenger,0,1,1,160,161,0.62
February 28 2022,Fresno,CA,Passenger,1,0,1,160,161,0.62
August 31 2020,Clay,FL,Passenger,0,1,1,81,82,1.22
February 28 2021,Eagle,CO,Passenger,1,0,1,9,10,10.00
May 31 2022,Carroll,NH,Passenger,0,1,1,5,6,16.67
January 31 2021,Carson City,NV,Passenger,1,0,1,12,13,7.69
January 31 2021,Clark,NV,Passenger,5,2,7,649,656,1.07
May 31 2021,Burlington,NJ,Passenger,0,1,1,131,132,0.76
June 30 2021,Nassau,NY,Passenger,2,0,2,31,33,6.06
April 30 2021,Howard,IN,Passenger,0,1,1,3,4,25.00
October 31 2017,Thurston,WA,Passenger,442,371,813,188869,189682,0.43
February 28 2021,,,Passenger,3,1,4,329,333,1.20
June 30 2021,Placer,CA,Passenger,2,0,2,82,84,2.38
September 30 2017,Juneau,AK,Passenger,0,1,1,43,44,2.27
July 31 2023,Yavapai,AZ,Passenger,0,1,1,19,20,5.00
April 30 2018,Monroe,IL,Passenger,1,0,1,5,6,16.67
December 31 2022,,,Passenger,2,0,2,264,266,0.75
May 31 2023,Bell,TX,Passenger,1,0,1,250,251,0.40
November 30 2022,Kauai,HI,Passenger,1,1,2,14,16,12.50
September 30 2022,Jefferson,NY,Passenger,1,1,2,199,201,1.00
May 31 2020,Walla Walla,WA,Truck,0,0,0,13668,13668,0.00
March 31 2022,Lincoln,WA,Truck,0,0,0,4834,4834,0.00
January 31 2017,Snohomish,WA,Passenger,1549,803,2352,514953,517305,0.45
January 31 2023,Jefferson,WA,Passenger,495,236,731,24279,25010,2.92
March 31 2021,El Paso,TX,Passenger,3,0,3,390,393,0.76
October 31 2019,Chelan,WA,Truck,0,0,0,22496,22496,0.00
June 30 2020,Chelan,WA,Truck,0,0,0,22520,22520,0.00
November 30 2019,Klickitat,WA,Truck,0,0,0,8307,8307,0.00
March 31 2017,Kitsap,WA,Truck,1,0,1,52319,52320,0.00
May 31 2023,Rockingham,NH,Passenger,1,0,1,12,13,7.69
January 31 2023,Snohomish,WA,Passenger,10602,2790,13392,530388,543780,2.46
June 30 2021,Prince William,VA,Passenger,1,1,2,208,210,0.95
August 31 2019,Columbia,WA,Passenger,2,2,4,2456,2460,0.16
June 30 2019,San Juan,WA,Truck,0,0,0,5866,5866,0.00
November 30 2021,Sumter,SC,Passenger,0,1,1,34,35,2.86
February 29 2020,Thurston,WA,Truck,0,0,0,55717,55717,0.00
July 31 2023,Placer,CA,Passenger,1,0,1,58,59,1.69
September 30 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
May 31 2020,Clark,WA,Truck,0,0,0,81887,81887,0.00
November 30 2022,Lake,IL,Passenger,1,0,1,125,126,0.79
March 31 2020,Montgomery,PA,Passenger,1,0,1,35,36,2.78
December 31 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
September 30 2022,San Juan,WA,Passenger,536,162,698,14003,14701,4.75
October 31 2020,Anne Arundel,MD,Passenger,1,1,2,410,412,0.49
December 31 2019,Manassas,VA,Passenger,0,1,1,6,7,14.29
January 31 2017,Marion,FL,Passenger,1,0,1,26,27,3.70
June 30 2021,Adams,WA,Passenger,16,11,27,13035,13062,0.21
December 31 2017,Queens,NY,Passenger,1,0,1,61,62,1.61
November 30 2018,Skagit,WA,Truck,1,0,1,32343,32344,0.00
May 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
September 30 2022,Snohomish,WA,Passenger,9072,2623,11695,531151,542846,2.15
June 30 2017,Lincoln,WA,Truck,0,0,0,4429,4429,0.00
September 30 2020,Denver,CO,Passenger,1,0,1,114,115,0.87
October 31 2017,Yakima,WA,Passenger,57,72,129,161001,161130,0.08
August 31 2019,Stevens,WA,Truck,0,0,0,18715,18715,0.00
April 30 2019,Riverside,CA,Passenger,2,2,4,661,665,0.60
September 30 2019,Hillsborough,FL,Passenger,0,1,1,196,197,0.51
July 31 2023,Henrico,VA,Passenger,0,1,1,5,6,16.67
February 28 2023,Island,WA,Passenger,978,411,1389,61443,62832,2.21
April 30 2019,Montgomery,AL,Passenger,0,1,1,45,46,2.17
March 31 2020,Goochland,VA,Passenger,2,1,3,261,264,1.14
October 31 2021,Douglas,CO,Passenger,0,1,1,80,81,1.23
January 31 2023,Sedgwick,KS,Passenger,1,1,2,65,67,2.99
July 31 2020,Pierce,WA,Truck,0,0,0,142921,142921,0.00
May 31 2018,Skagit,WA,Truck,1,0,1,32048,32049,0.00
July 31 2020,Columbia,WA,Truck,0,0,0,1540,1540,0.00
January 31 2022,Cumberland,NC,Passenger,1,2,3,393,396,0.76
February 28 2019,Charleston,SC,Passenger,1,0,1,124,125,0.80
April 30 2018,Jefferson,CO,Passenger,0,1,1,73,74,1.35
September 30 2017,Polk,FL,Passenger,1,0,1,62,63,1.59
April 30 2021,Larimer,CO,Passenger,1,0,1,53,54,1.85
January 31 2022,Plaquemines,LA,Passenger,0,1,1,17,18,5.56
July 31 2021,Thurston,WA,Truck,0,0,0,56496,56496,0.00
November 30 2020,Arlington,VA,Passenger,0,2,2,146,148,1.35
August 31 2023,Calvert,MD,Passenger,1,1,2,68,70,2.86
February 28 2018,Mason,WA,Passenger,64,80,144,45049,45193,0.32
October 31 2021,Columbia,WA,Truck,0,0,0,1536,1536,0.00
September 30 2019,Whitman,WA,Truck,0,0,0,8604,8604,0.00
December 31 2018,Honolulu,HI,Passenger,1,3,4,521,525,0.76
October 31 2019,Montgomery,AL,Passenger,0,1,1,41,42,2.38
January 31 2017,Asotin,WA,Passenger,4,3,7,12319,12326,0.06
March 31 2023,San Diego,CA,Passenger,18,9,27,2030,2057,1.31
August 31 2021,El Paso,TX,Passenger,3,0,3,368,371,0.81
January 31 2018,Dale,AL,Passenger,0,1,1,66,67,1.49
June 30 2019,Broward,FL,Passenger,2,1,3,128,131,2.29
April 30 2023,Champaign,IL,Passenger,1,0,1,12,13,7.69
December 31 2020,Okanogan,WA,Passenger,55,36,91,26068,26159,0.35
January 31 2017,Gwinnett,GA,Passenger,0,1,1,95,96,1.04
December 31 2018,Columbia,WA,Truck,0,0,0,1517,1517,0.00
August 31 2022,Lake,FL,Passenger,1,0,1,16,17,5.88
March 31 2021,Kittitas,WA,Truck,0,0,0,14756,14756,0.00
February 28 2022,Klickitat,WA,Truck,0,0,0,8331,8331,0.00
October 31 2022,Stevens,WA,Passenger,83,56,139,30038,30177,0.46
March 31 2019,Columbia,WA,Passenger,2,2,4,2428,2432,0.16
December 31 2022,Deschutes,OR,Passenger,2,0,2,67,69,2.90
September 30 2017,Prince George's,MD,Passenger,0,1,1,182,183,0.55
October 31 2022,Hardin,KY,Passenger,1,0,1,61,62,1.61
April 30 2021,,,Passenger,3,1,4,329,333,1.20
March 31 2018,Howard,MD,Passenger,0,1,1,88,89,1.12
June 30 2019,Placer,CA,Passenger,1,0,1,108,109,0.92
May 31 2019,Norfolk,VA,Passenger,2,2,4,348,352,1.14
October 31 2018,Clark,NV,Passenger,3,2,5,731,736,0.68
October 31 2017,St. Clair,IL,Passenger,0,1,1,162,163,0.61
March 31 2020,Richland,SC,Passenger,0,1,1,159,160,0.62
April 30 2021,Garfield,WA,Truck,0,0,0,1006,1006,0.00
July 31 2019,Benton,WA,Passenger,270,289,559,134153,134712,0.41
August 31 2022,Montgomery,MD,Passenger,4,2,6,197,203,2.96
November 30 2019,Washtenaw,MI,Passenger,1,0,1,41,42,2.38
July 31 2019,Ramsey,MN,Passenger,1,0,1,40,41,2.44
July 31 2019,Kent,MI,Passenger,0,1,1,21,22,4.55
April 30 2023,Currituck,NC,Passenger,1,0,1,18,19,5.26
February 28 2021,Lewis,WA,Passenger,127,132,259,58860,59119,0.44
October 31 2021,Maricopa,AZ,Passenger,8,4,12,1115,1127,1.06
June 30 2023,Salt Lake,UT,Passenger,0,1,1,89,90,1.11
June 30 2021,Santa Cruz,CA,Passenger,1,0,1,26,27,3.70
November 30 2020,Collier,FL,Passenger,1,0,1,18,19,5.26
August 31 2021,El Paso,CO,Passenger,3,0,3,681,684,0.44
April 30 2018,Clackamas,OR,Passenger,0,1,1,225,226,0.44
September 30 2021,Cook,IL,Passenger,2,0,2,208,210,0.95
April 30 2023,Boulder,CO,Passenger,2,0,2,29,31,6.45
April 30 2018,Queens,NY,Passenger,1,0,1,62,63,1.59
August 31 2017,King,WA,Truck,7,1,8,186763,186771,0.00
September 30 2021,Alameda,CA,Passenger,5,0,5,227,232,2.16
February 28 2021,Carroll,MD,Passenger,0,1,1,21,22,4.55
November 30 2017,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
December 31 2022,Lewis,WA,Passenger,268,182,450,59915,60365,0.75
May 31 2023,Montgomery,MD,Passenger,4,3,7,183,190,3.68
October 31 2021,Asotin,WA,Truck,0,0,0,6746,6746,0.00
July 31 2022,Penobscot,ME,Passenger,0,1,1,9,10,10.00
October 31 2021,New Haven,CT,Passenger,0,2,2,30,32,6.25
February 28 2017,Asotin,WA,Passenger,4,3,7,12324,12331,0.06
May 31 2023,Klickitat,WA,Passenger,145,64,209,15124,15333,1.36
December 31 2020,DeKalb,GA,Passenger,1,0,1,72,73,1.37
April 30 2019,Juneau,AK,Passenger,0,2,2,31,33,6.06
December 31 2017,Cape May,NJ,Passenger,0,1,1,22,23,4.35
December 31 2017,Pend Oreille,WA,Passenger,3,4,7,9442,9449,0.07
February 28 2021,Alameda,CA,Passenger,4,0,4,257,261,1.53
February 28 2019,Portsmouth,VA,Passenger,0,1,1,78,79,1.27
May 31 2020,Columbia,WA,Truck,0,0,0,1522,1522,0.00
October 31 2017,Pend Oreille,WA,Truck,0,0,0,5562,5562,0.00
November 30 2020,Solano,CA,Passenger,1,0,1,207,208,0.48
February 28 2022,Anchorage,AK,Passenger,2,0,2,127,129,1.55
May 31 2020,Montgomery,PA,Passenger,1,0,1,30,31,3.23
September 30 2018,Benton,WA,Truck,0,0,0,41348,41348,0.00
February 28 2021,Fulton,GA,Passenger,0,2,2,84,86,2.33
May 31 2018,Frederick,MD,Passenger,0,1,1,87,88,1.14
November 30 2017,Travis,TX,Passenger,0,1,1,186,187,0.53
December 31 2022,Kitsap,WA,Truck,34,0,34,52966,53000,0.06
June 30 2017,Clallam,WA,Passenger,90,76,166,48374,48540,0.34
December 31 2022,Oldham,KY,Passenger,0,1,1,4,5,20.00
August 31 2019,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
September 30 2022,Harford,MD,Passenger,0,1,1,44,45,2.22
October 31 2021,St. Louis,MO,Passenger,1,0,1,72,73,1.37
April 30 2018,Montgomery,PA,Passenger,1,0,1,34,35,2.86
February 29 2020,Montgomery,PA,Passenger,2,0,2,35,37,5.41
June 30 2022,Rockdale,GA,Passenger,1,0,1,8,9,11.11
September 30 2022,Okanogan,WA,Passenger,93,49,142,26310,26452,0.54
March 31 2021,Spokane,WA,Passenger,951,583,1534,322633,324167,0.47
December 31 2017,Juneau,AK,Passenger,0,1,1,44,45,2.22
March 31 2017,Middlesex,MA,Passenger,1,0,1,155,156,0.64
May 31 2017,Middlesex,MA,Passenger,1,0,1,149,150,0.67
June 30 2021,Lake,IL,Passenger,2,0,2,165,167,1.20
June 30 2022,Rockingham,NH,Passenger,1,0,1,15,16,6.25
February 28 2021,Mason,WA,Passenger,177,135,312,47647,47959,0.65
April 30 2022,Onslow,NC,Passenger,0,1,1,161,162,0.62
October 31 2022,Mason,WA,Truck,6,0,6,20928,20934,0.03
March 31 2018,Prince George's,MD,Passenger,0,1,1,182,183,0.55
July 31 2020,Dakota,MN,Passenger,0,1,1,34,35,2.86
June 30 2019,Bucks,PA,Passenger,1,0,1,20,21,4.76
February 28 2017,San Juan,WA,Truck,0,0,0,5573,5573,0.00
February 28 2019,Grays Harbor,WA,Passenger,66,79,145,47455,47600,0.30
April 30 2018,Bexar,TX,Passenger,2,2,4,778,782,0.51
January 31 2022,Okanogan,WA,Truck,0,0,0,16690,16690,0.00
January 31 2021,Chelan,WA,Truck,0,0,0,22842,22842,0.00
February 29 2020,Douglas,WA,Truck,0,0,0,12321,12321,0.00
October 31 2017,San Mateo,CA,Passenger,0,1,1,149,150,0.67
August 31 2022,Saratoga,NY,Passenger,1,0,1,43,44,2.27
May 31 2022,San Joaquin,CA,Passenger,1,1,2,94,96,2.08
November 30 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
June 30 2023,New London,CT,Passenger,1,4,5,169,174,2.87
April 30 2020,Garfield,WA,Passenger,0,1,1,1341,1342,0.07
May 31 2022,Anne Arundel,MD,Passenger,4,3,7,350,357,1.96
March 31 2017,Dallas,TX,Passenger,1,1,2,206,208,0.96
July 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
November 30 2020,King,WA,Passenger,26596,8082,34678,1371063,1405741,2.47
October 31 2017,Duval,FL,Passenger,1,1,2,369,371,0.54
April 30 2021,Washington,OR,Passenger,1,0,1,398,399,0.25
May 31 2023,Vernon,LA,Passenger,1,0,1,70,71,1.41
July 31 2021,Burlington,NJ,Passenger,0,1,1,128,129,0.78
July 31 2022,Galveston,TX,Passenger,0,1,1,19,20,5.00
May 31 2023,Oldham,KY,Passenger,0,1,1,3,4,25.00
December 31 2017,Clark,WA,Passenger,851,573,1424,304268,305692,0.47
July 31 2017,Okanogan,WA,Truck,0,0,0,16225,16225,0.00
November 30 2020,Kauai,HI,Passenger,1,0,1,16,17,5.88
August 31 2021,Thurston,WA,Passenger,1715,906,2621,197721,200342,1.31
June 30 2022,Chelan,WA,Passenger,461,126,587,54343,54930,1.07
January 31 2021,Thurston,WA,Passenger,1350,796,2146,197419,199565,1.08
April 30 2019,Calvert,MD,Passenger,0,2,2,87,89,2.25
May 31 2022,Lincoln,OR,Passenger,0,1,1,26,27,3.70
March 31 2021,Clark,WA,Passenger,2578,1276,3854,319997,323851,1.19
October 31 2020,Lincoln,WA,Passenger,5,10,15,7608,7623,0.20
January 31 2017,Harnett,NC,Passenger,1,0,1,270,271,0.37
December 31 2022,Jefferson,NY,Passenger,2,1,3,191,194,1.55
June 30 2017,Virginia Beach,VA,Passenger,2,1,3,656,659,0.46
October 31 2017,Jefferson,WA,Truck,0,0,0,9439,9439,0.00
May 31 2018,Montgomery,TX,Passenger,1,0,1,65,66,1.52
February 28 2019,Virginia Beach,VA,Passenger,2,1,3,706,709,0.42
March 31 2022,Skamania,WA,Passenger,65,45,110,8272,8382,1.31
March 31 2017,Okaloosa,FL,Passenger,1,0,1,193,194,0.52
March 31 2019,Garfield,WA,Truck,0,0,0,953,953,0.00
October 31 2019,Hillsborough,FL,Passenger,0,1,1,195,196,0.51
March 31 2020,Norfolk,VA,Passenger,2,2,4,352,356,1.12
December 31 2021,Hennepin,MN,Passenger,3,0,3,65,68,4.41
February 29 2020,Lake,FL,Passenger,1,0,1,21,22,4.55
January 31 2019,Camden,NJ,Passenger,0,1,1,27,28,3.57
January 31 2019,Gwinnett,GA,Passenger,0,1,1,77,78,1.28
December 31 2022,Wahkiakum,WA,Truck,1,0,1,1790,1791,0.06
November 30 2018,Washtenaw,MI,Passenger,1,0,1,39,40,2.50
October 31 2022,DuPage,IL,Passenger,0,1,1,41,42,2.38
June 30 2019,Bergen,NJ,Passenger,1,0,1,27,28,3.57
April 30 2018,Nueces,TX,Passenger,1,1,2,94,96,2.08
February 28 2022,Douglas,WA,Passenger,122,55,177,28559,28736,0.62
October 31 2022,St. Louis,MO,Passenger,1,0,1,54,55,1.82
December 31 2019,Grays Harbor,WA,Truck,0,0,0,20770,20770,0.00
July 31 2020,Shelby,TN,Passenger,0,1,1,85,86,1.16
November 30 2020,Howard,IN,Passenger,0,1,1,3,4,25.00
October 31 2017,San Juan,WA,Passenger,127,40,167,13760,13927,1.20
October 31 2019,Queens,NY,Passenger,1,0,1,52,53,1.89
February 28 2022,Douglas,NE,Passenger,1,2,3,50,53,5.66
April 30 2020,Snohomish,WA,Truck,0,0,0,123310,123310,0.00
